,customer_key,gender,name,city,state_code,state,zip_code,country,continent,birthday
179,26970,Female,Rose Frater,Bendigo South,VIC,Victoria,3550,Australia,Australia,1990-11-12
180,27125,Female,Ashley Hornung,Arno Bay,SA,South Australia,5603,Australia,Australia,1976-03-16
181,27210,Male,Liam Osborn,Mootai,NSW,New South Wales,2325,Australia,Australia,1973-07-02
182,27356,Male,Hamish D'Hage,Turramurra,NSW,New South Wales,2074,Australia,Australia,1969-10-02
183,27432,Female,Mikayla Favenc,Cleve,SA,South Australia,5640,Australia,Australia,1998-09-26
184,27492,Female,Bianca Coombe,Yambuk,VIC,Victoria,3285,Australia,Australia,1987-11-04
185,27616,Male,Cameron Tebbutt,Bannockburn,VIC,Victoria,3331,Australia,Australia,1987-05-17
186,27896,Male,Zachary McLeish,Jacup,WA,Western Australia,6337,Australia,Australia,1973-10-17
187,27945,Male,Charlie Stralia,Sofala,NSW,New South Wales,2795,Australia,Australia,1974-05-20
188,28076,Female,Alannah Onus,Avoca,TAS,Tasmania,7213,Australia,Australia,1979-01-02
189,28559,Male,Samuel Israel,Yilki,SA,South Australia,5211,Australia,Australia,1968-12-07
190,28690,Male,Leo Walcott,Millchester,QLD,Queensland,4820,Australia,Australia,1987-09-12
191,28702,Female,Charli Lhotsky,Drewvale,QLD,Queensland,4116,Australia,Australia,1966-06-30
192,29041,Male,Logan Barling,Lindenow,VIC,Victoria,3865,Australia,Australia,1937-11-14
193,29278,Male,Justin Hartog,Pinevale,QLD,Queensland,4754,Australia,Australia,1990-09-04
194,29303,Male,Max Cohn,Kirton Point,SA,South Australia,5606,Australia,Australia,1983-05-01
195,29320,Male,Levi Barraclough,Blackbutt,NSW,New South Wales,2529,Australia,Australia,1938-10-14
196,29475,Female,Madison Pocock,Tuross,NSW,New South Wales,2630,Australia,Australia,1965-07-03
197,29555,Male,Owen Edouard,Glen Martin,NSW,New South Wales,2321,Australia,Australia,1992-07-03
198,29593,Male,Liam Nettleton,Bakara,SA,South Australia,5354,Australia,Australia,1995-08-18
199,29647,Female,Jessica Maynard,Brenda,NSW,New South Wales,2831,Australia,Australia,1956-05-28
200,29689,Female,Alexis Phillipps,Burwood Heights,NSW,New South Wales,2136,Australia,Australia,1966-08-28
201,29812,Male,Marcus Napier,St Kilda Road Central,VIC,Victoria,3004,Australia,Australia,1966-11-19
202,29837,Female,Rebecca Jaques,Mount George,NSW,New South Wales,2424,Australia,Australia,1938-08-14
203,29973,Female,Lauren Langton,Duckinwilla,QLD,Queensland,4650,Australia,Australia,1937-09-24
204,30090,Male,George Farrer,Park Avenue,QLD,Queensland,4701,Australia,Australia,1960-10-07
205,30278,Female,Madeleine Kiddle,Jacana,VIC,Victoria,3047,Australia,Australia,1945-09-12
206,30428,Female,Sienna Conrick,Earlston,VIC,Victoria,3669,Australia,Australia,1999-12-01
207,31086,Female,Kate Snowden,Wittenoom,WA,Western Australia,6751,Australia,Australia,1985-01-30
208,31164,Male,Hunter Boehm,Bowes,WA,Western Australia,6535,Australia,Australia,1948-06-15
209,31236,Female,Abby Warburton,Three Bridges,VIC,Victoria,3797,Australia,Australia,1959-08-08
210,31288,Male,Adam Banning,Clay Wells,SA,South Australia,5280,Australia,Australia,1988-08-28
211,31374,Female,Ellie Griffin,St Agnes,SA,South Australia,5097,Australia,Australia,1960-12-02
212,31721,Female,Alyssa Isaacs,Gulfview Heights,SA,South Australia,5096,Australia,Australia,1961-01-19
213,31784,Male,Zac Scherk,Wamban,NSW,New South Wales,2537,Australia,Australia,1968-01-02
214,32037,Male,Aaron Knopwood,Lake Mokoan,VIC,Victoria,3673,Australia,Australia,1989-02-14
215,32190,Female,Paige Lacey,Delamere,SA,South Australia,5204,Australia,Australia,1954-10-28
216,32259,Female,Ashley Dane?,Sevenhill,SA,South Australia,5453,Australia,Australia,1975-11-21
217,32294,Male,Kai Nepean,Rite Island,QLD,Queensland,4807,Australia,Australia,1948-08-04
218,32455,Female,Charlotte Crane,Mosquito Creek,QLD,Queensland,4387,Australia,Australia,1997-05-09
219,32488,Male,Max Wylie,Stafford Dc,QLD,Queensland,4053,Australia,Australia,1954-03-15
220,32511,Male,Jasper Glassop,Woodford,NSW,New South Wales,2463,Australia,Australia,1964-02-29
221,32538,Female,Eva Hazon,Boomoodeerie,NSW,New South Wales,2469,Australia,Australia,1986-07-20
222,32939,Female,Alica Sizer,Wongulla,SA,South Australia,5238,Australia,Australia,1951-06-09
223,33036,Male,Tyler Galvin,Byng,NSW,New South Wales,2798,Australia,Australia,1959-07-31
224,33205,Male,Andrew Hollway,Crystal Brook,QLD,Queensland,4800,Australia,Australia,1943-01-10
225,33444,Male,Brodie Thirkell,Clayton,VIC,Victoria,3168,Australia,Australia,1968-01-09
226,34081,Female,Imogen Permewan,Fyans Creek,VIC,Victoria,3381,Australia,Australia,1939-05-08
227,34126,Female,Victoria Tasman,Meningie East,SA,South Australia,5264,Australia,Australia,1967-09-07
228,34143,Male,John Gowlland,Warranwood,VIC,Victoria,3134,Australia,Australia,1991-04-07
229,34431,Male,Leo Badger,Beaconsfield,WA,Western Australia,6162,Australia,Australia,1940-02-02
230,34451,Male,Harry Edwin,Gladstone,NSW,New South Wales,2440,Australia,Australia,1972-11-01
231,34462,Male,Tyson Tishler,Talaroo,QLD,Queensland,4871,Australia,Australia,1938-07-09
232,34850,Female,Caitlin O'Loghlin,Blue Vale,NSW,New South Wales,2380,Australia,Australia,1960-11-30
233,34915,Female,Kate Byles,Mount Crystal,NSW,New South Wales,2665,Australia,Australia,1969-01-28
234,35257,Female,Ella Oxenham,Fernhill,NSW,New South Wales,2519,Australia,Australia,1970-02-20
235,35479,Male,Jeremy Petre,Cossack,WA,Western Australia,6720,Australia,Australia,1978-06-08
236,35703,Male,Rory Cotton,Lugarno,NSW,New South Wales,2210,Australia,Australia,1961-12-14
237,35733,Female,Charlotte Shaw,Waroona,WA,Western Australia,6215,Australia,Australia,1955-05-14
238,35795,Male,Riley Clegg,Moyarra,VIC,Victoria,3951,Australia,Australia,1995-08-07
239,36112,Female,Emma Gepp,Annuello,VIC,Victoria,3549,Australia,Australia,1937-02-12
240,36336,Female,Anna Burston,Djarawong,QLD,Queensland,4854,Australia,Australia,1990-09-21
241,36418,Female,Jorja Whitlam,Mount David,NSW,New South Wales,2795,Australia,Australia,1946-02-18
242,36507,Male,Joseph Paten,Golden Valley,TAS,Tasmania,7304,Australia,Australia,1955-03-23
243,36816,Male,Luke Lazenby,Longwarry North,VIC,Victoria,3816,Australia,Australia,1971-05-18
244,36918,Male,Blake Mann,Owen,SA,South Australia,5460,Australia,Australia,1982-11-06
245,37070,Female,Alyssa Hooker,Wanganui,NSW,New South Wales,2482,Australia,Australia,1981-07-18
246,37251,Male,Leo Scerri,Gherang,VIC,Victoria,3240,Australia,Australia,1951-06-17
247,37408,Male,Jaxon Rebell,Torrens,ACT,Australian Capital Territory,2607,Australia,Australia,1975-10-11
248,37580,Female,Mariam Baylee,Tomahawk,TAS,Tasmania,7262,Australia,Australia,1942-01-12
249,37585,Female,Lauren Fink,Yelta,SA,South Australia,5558,Australia,Australia,1944-04-17
250,37802,Male,Luke Byron,South Dudley,VIC,Victoria,3995,Australia,Australia,1990-07-09
251,37991,Male,Cooper Gillison,Carwell,NSW,New South Wales,2849,Australia,Australia,1937-01-06
252,38006,Male,Lachlan Postle,Dyraaba,NSW,New South Wales,2470,Australia,Australia,1955-10-29
253,38036,Female,Kiara Schaw,Upper Yarraman,QLD,Queensland,4614,Australia,Australia,1960-07-26
254,38183,Male,Hunter Montagu,New Italy,NSW,New South Wales,2472,Australia,Australia,1944-07-30
255,38195,Female,Sara Roe,Paynedale,WA,Western Australia,6239,Australia,Australia,1972-11-22
256,38212,Female,Stella Cain,Wooroonook,VIC,Victoria,3525,Australia,Australia,1985-01-28
257,38558,Female,Audrey Bold,Bostobrick,NSW,New South Wales,2453,Australia,Australia,1946-05-19
258,38613,Male,Hamish Mason,Tacoma,NSW,New South Wales,2259,Australia,Australia,1988-03-16
259,38865,Male,Christopher Edmund,Windorah,QLD,Queensland,4481,Australia,Australia,1948-08-17
260,38950,Female,Hannah Edmond,Arthur River,TAS,Tasmania,7330,Australia,Australia,1954-12-08
261,39183,Male,Julian Gutteridge,Kurmond,NSW,New South Wales,2757,Australia,Australia,1973-04-25
262,39246,Male,Darcy Falconer,Mandalay,QLD,Queensland,4802,Australia,Australia,1974-10-20
263,39268,Female,Madeleine Marx,Kallangur,QLD,Queensland,4503,Australia,Australia,1975-07-24
264,39314,Male,Leo Ligar,Light Pass,SA,South Australia,5355,Australia,Australia,1985-04-20
265,39498,Female,Amy Curtain,Swanbrook,NSW,New South Wales,2360,Australia,Australia,1996-08-13
266,39582,Male,Mason Therry,Risdon,TAS,Tasmania,7017,Australia,Australia,1974-03-15
267,39592,Female,Alicia Muntz,South Springfield,TAS,Tasmania,7260,Australia,Australia,1965-04-20
268,39894,Female,Samantha Begg,Junee,NSW,New South Wales,2663,Australia,Australia,1941-02-26
269,39927,Male,Bailey Barnet,Sorell,TAS,Tasmania,7172,Australia,Australia,1984-05-15
270,39996,Male,Harry Dawes,Bendoura,NSW,New South Wales,2622,Australia,Australia,2001-05-09
271,40052,Female,Isabel Dettmann,Waverton,NSW,New South Wales,2060,Australia,Australia,1957-09-06
272,40221,Male,Jonathan Hammond,Para Hills West,SA,South Australia,5096,Australia,Australia,2001-11-01
273,40327,Female,Madeleine Laing,Pialligo,ACT,Australian Capital Territory,2609,Australia,Australia,1940-08-23
274,40363,Female,Alyssa Henslowe,Double Bay,NSW,New South Wales,2028,Australia,Australia,1984-07-08
275,40443,Female,Amber Normanby,Carss Park,NSW,New South Wales,2221,Australia,Australia,1938-04-13
